id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
256629,SUD-2018-1-666-13,2018,true,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,3,"""All Africa,2018-05-25,Fierce Clashes Between RSF and SLM-AW in Jebel Marra
CR 	Radio Dabanga"";""All Africa,2018-05-28,Ongoing Clashes Between RSF, Rebels in Darfur's Jebel Marra
CR 	Radio Dabanga"";""Sudan Tribune,2018-05-28,Fighting flares up in Jebel Marra, as IDPs continue to flee""",All Africa;All Africa;Sudan Tribune,2018-05-25;2018-05-28;2018-05-28,"Fierce Clashes Between RSF and SLM-AW in Jebel Marra
CR 	Radio Dabanga;Ongoing Clashes Between RSF, Rebels in Darfur's Jebel Marra
CR 	Radio Dabanga;Fighting flares up in Jebel Marra, as IDPs continue to flee","Waleed Abakar, rebel spokesman; Adam Abkar Guiga, a humanitarian representative of internally displaced persons (IDPs) in Darfur; Eye Witnesses in Nyala and Zalingei",3,East/Sharq Jabel Marra district,Kobo in southern Jebel Marra,South Darfur state,East/Sharq Jabel Marra district,12.894570,24.588780,POINT (24.58878 12.89457),148010,Sudan,625,Africa,1,2,2018-05-23 00:00:00.000,2018-05-24 00:00:00.000,0,0,0,14,14,14,14,625,
256640,SUD-2018-1-666-14,2018,true,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,2,"""All Africa,2018-05-29,New Attacks On Rebel Sites in Darfur's Jebel Marra
CR 	Radio Dabanga"";""Sudan Tribune,2018-05-25,Sudan military, rebels clash in Jebel Marra: statement""",All Africa;Sudan Tribune,2018-05-29;2018-05-25,"New Attacks On Rebel Sites in Darfur's Jebel Marra
CR 	Radio Dabanga;Sudan military, rebels clash in Jebel Marra: statement","Waleed Abakar, the military spokesman for the SLM-AW,",2,Kass town,"Gogo and Kor, 4 km north of Kass in South Darfur",South Darfur state,Kass district,12.500000,24.283333,POINT (24.283333 12.5),148009,Sudan,625,Africa,2,2,2018-05-26 00:00:00.000,2018-05-27 00:00:00.000,0,0,0,27,27,27,1,625,
258369,SUD-2018-1-666-16,2018,true,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,3,"""All Africa,2018-06-18,Six Civilians Killed in Ongoing Jebel Marra Clashes
CR 	Radio Dabanga"";""All Africa,2018-06-15,Darfur Rebels - 'Retreating Militiamen' Burn Six Villages in Ongoing Jebel Marra Battle
CR 	Radio Dabanga"";""UN Security Council,2018-10-12,African Union-United Nations Hybrid Operation in Darfur: Report of the Secretary-General""",All Africa;All Africa;UN Security Council,2018-06-18;2018-06-15;2018-10-12,"Six Civilians Killed in Ongoing Jebel Marra Clashes
CR 	Radio Dabanga;Darfur Rebels - 'Retreating Militiamen' Burn Six Villages in Ongoing Jebel Marra Battle
CR 	Radio Dabanga;African Union-United Nations Hybrid Operation in Darfur: Report of the Secretary-General","Waleed Mohamed Abakar, the SLM-AW military spokesman; local sources; UNSG",2,Saboun El Fagur area,near Saboun El Fagor in south Jebel Marra.,South Darfur state,Kass district,12.860200,24.380500,POINT (24.3805 12.8602),148009,Sudan,625,Africa,1,1,2018-06-12 00:00:00.000,2018-06-12 00:00:00.000,0,0,0,0,0,87,0,625,
262728,SUD-2018-1-666-15,2018,true,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,1,"""Radio Dabanga,2018-06-15,Six civilians killed in ongoing Jebel Marra clashes""",Radio Dabanga,2018-06-15,Six civilians killed in ongoing Jebel Marra clashes,"Sources in the area; witness; Waleed Mohamed Abakar, the spokesman of the Sudan Liberation Movement-Abdelwahid El Nur (SLM-AW)",2,Saboun El Fagur area,near Sabun El Fagur in southern Jebel Marra.,South Darfur state,Kass district,12.860200,24.380500,POINT (24.3805 12.8602),148009,Sudan,625,Africa,1,1,2018-06-12 00:00:00.000,2018-06-12 00:00:00.000,0,0,2,0,2,2,2,625,
262730,SUD-2018-1-666-19,2018,true,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,1,"""Radio Dabanga,2018-06-15,Six civilians killed in ongoing Jebel Marra clashes""",Radio Dabanga,2018-06-15,Six civilians killed in ongoing Jebel Marra clashes,"Sources in the area; witness; Waleed Mohamed Abakar, the spokesman of the Sudan Liberation Movement-Abdelwahid El Nur (SLM-AW)",2,Fuju villages,"villages of Fuju, in west Jebel Marra",Central Darfur state,Nertiti district,12.857383,24.097238,POINT (24.097238 12.857383),148009,Sudan,625,Africa,1,1,2018-06-13 00:00:00.000,2018-06-13 00:00:00.000,0,0,2,0,2,2,2,625,
262731,SUD-2018-1-666-18,2018,true,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,1,"""Radio Dabanga,2018-06-15,Six civilians killed in ongoing Jebel Marra clashes""",Radio Dabanga,2018-06-15,Six civilians killed in ongoing Jebel Marra clashes,"Sources in the area; witness; Waleed Mohamed Abakar, the spokesman of the Sudan Liberation Movement-Abdelwahid El Nur (SLM-AW)",2,Guldo town,"Berbera, east of Guldo",Central Darfur state,Nertiti district,13.133330,24.150000,POINT (24.15 13.13333),148729,Sudan,625,Africa,1,1,2018-06-13 00:00:00.000,2018-06-13 00:00:00.000,0,0,2,0,2,2,2,625,
258384,SUD-2018-1-666-20,2018,true,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,1,"""All Africa,2018-06-18,Six Civilians Killed in Ongoing Jebel Marra Clashes
CR 	Radio Dabanga""",All Africa,2018-06-18,"Six Civilians Killed in Ongoing Jebel Marra Clashes
CR 	Radio Dabanga","local sources; Waleed Mohamed Abakar, the spokesman of the Sudan Liberation Movement-Abdelwahid El Nur (SLM-AW),",2,Guldo town,"Berbera
east of Guldo",Central Darfur state,Nertiti district,13.133330,24.150000,POINT (24.15 13.13333),148729,Sudan,625,Africa,1,1,2018-06-13 00:00:00.000,2018-06-13 00:00:00.000,0,0,2,0,2,2,2,625,
258376,SUD-2018-1-666-21,2018,true,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,1,"""All Africa,2018-06-18,Six Civilians Killed in Ongoing Jebel Marra Clashes
CR 	Radio Dabanga""",All Africa,2018-06-18,"Six Civilians Killed in Ongoing Jebel Marra Clashes
CR 	Radio Dabanga","Waleed Mohamed Abakar, the spokesman of the Sudan Liberation Movement-Abdelwahid El Nur (SLM-AW); local sources",2,Fuju villages,"villages of Fuju, in east western Jebel Marra,",Central Darfur state,Nertiti district,12.857383,24.097238,POINT (24.097238 12.857383),148009,Sudan,625,Africa,1,1,2018-06-13 00:00:00.000,2018-06-13 00:00:00.000,0,0,2,0,2,2,2,625,
268634,SUD-2018-1-666-17,2018,true,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,1,"""UN,2018-10-12,African Union-United Nations Hybrid Operation in Darfur Report of the Secretary-General""",UN,2018-10-12,African Union-United Nations Hybrid Operation in Darfur Report of the Secretary-General,UN SG report,5,Jebel Marra area,"Tarantara-Gur Lumbung axis in southern Jebel
Marra,",,,12.949960,24.258160,POINT (24.25816 12.94996),148009,Sudan,625,Africa,2,2,2018-06-13 00:00:00.000,2018-06-16 00:00:00.000,16,3,0,0,19,19,19,625,
258441,SUD-2018-1-666-22,2018,true,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,2,"""All Africa,2018-07-02,Darfur Rebels Claim Repelling Military Attack in Jebel Marra
CR 	Radio Dabanga"";""UN Security Council,2018-10-12,African Union-United Nations Hybrid Operation in Darfur: Report of the Secretary-General""",All Africa;UN Security Council,2018-07-02;2018-10-12,"Darfur Rebels Claim Repelling Military Attack in Jebel Marra
CR 	Radio Dabanga;African Union-United Nations Hybrid Operation in Darfur: Report of the Secretary-General",SLM/A spokesman Walid Mohamed Abakar; UNSG,2,Boulay village,Buli and Aja in northern Jebel Marra,Central Darfur state,Rokoro district,13.347468,24.345325,POINT (24.345325 13.347468),148729,Sudan,625,Africa,1,1,2018-06-28 00:00:00.000,2018-06-28 00:00:00.000,0,0,0,1,1,79,1,625,
262707,SUD-2018-1-666-23,2018,true,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,2,"""Radio Dabanga,2018-07-06,Fighting moves to south-west Jebel Marra, Darfur"";""UN Security Council,2018-10-12,African Union-United Nations Hybrid Operation in Darfur: Report of the Secretary-General""",Radio Dabanga;UN Security Council,2018-07-06;2018-10-12,"Fighting moves to south-west Jebel Marra, Darfur;African Union-United Nations Hybrid Operation in Darfur: Report of the Secretary-General",SLM/A Spokesman Waleed Mohamed Abakar; UNSG,3,Nertiti district,"Fundug Badiya, between Baldong and Golol, in Central Darfur's Nierteti locality",Central Darfur state,Nertiti district,13.084770,23.973880,POINT (23.97388 13.08477),148728,Sudan,625,Africa,1,1,2018-07-05 00:00:00.000,2018-07-05 00:00:00.000,0,1,0,0,1,45,1,625,
262766,SUD-2018-1-666-24,2018,true,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,2,"""Radio Dabanga,2018-07-22,Darfur rebels ambush govt. convoy in Jebel Marra"";""UN,2018-10-12,African Union-United Nations Hybrid Operation in Darfur Report of the Secretary-General""",Radio Dabanga;UN,2018-07-22;2018-10-12,Darfur rebels ambush govt. convoy in Jebel Marra;African Union-United Nations Hybrid Operation in Darfur Report of the Secretary-General,"Waleed Abakar, SLM/A military spokesman",2,Golo town,"near Deba Nyra, north of Golo",Central Darfur state,Rokoro district,13.132280,24.280820,POINT (24.28082 13.13228),148729,Sudan,625,Africa,1,1,2018-07-19 00:00:00.000,2018-07-19 00:00:00.000,4,0,0,0,4,4,4,625,
262781,SUD-2018-1-666-25,2018,true,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,1,"""Radio Dabanga,2018-07-24,Shelling, crime leave four dead in Darfur""",Radio Dabanga,2018-07-24,"Shelling, crime leave four dead in Darfur",A sheikh from Gouku,3,Kass district,north of Kass,South Darfur state,Kass district,12.500000,24.250000,POINT (24.25 12.5),148009,Sudan,625,Africa,1,1,2018-07-22 00:00:00.000,2018-07-22 00:00:00.000,0,0,2,0,2,2,2,625,
262307,SUD-2018-1-666-26,2018,true,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,2,"""Radio Dabanga,2018-07-29,Darfur rebels claim govt. troops killed in Jebel Marra"";""UN Security Council,2018-10-12,African Union-United Nations Hybrid Operation in Darfur: Report of the Secretary-General""",Radio Dabanga;UN Security Council,2018-07-29;2018-10-12,Darfur rebels claim govt. troops killed in Jebel Marra;African Union-United Nations Hybrid Operation in Darfur: Report of the Secretary-General,SLM-AW spokesman Waleed Abakar; UNSG,3,East/Sharq Jabel Marra district,"area of Barfara, South Darfur’s East Jebel Marra",South Darfur state,East/Sharq Jabel Marra district,12.894570,24.588780,POINT (24.58878 12.89457),148010,Sudan,625,Africa,1,1,2018-07-27 00:00:00.000,2018-07-27 00:00:00.000,11,0,0,0,11,11,0,625,
262446,SUD-2018-1-666-46,2018,true,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,1,"""Radio Dabanga,2018-08-05,Two killed in North Darfur UXO explosion""",Radio Dabanga,2018-08-05,Two killed in North Darfur UXO explosion,relative,2,Tabit village,near Tabit,North Darfur state,El Fasher district,13.300000,25.083333,POINT (25.083333 13.3),148731,Sudan,625,Africa,1,1,2018-08-03 00:00:00.000,2018-08-03 00:00:00.000,0,0,0,0,0,2,0,625,
268641,SUD-2018-1-666-27,2018,true,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,1,"""UN,2018-10-12,African Union-United Nations Hybrid Operation in Darfur Report of the Secretary-General""",UN,2018-10-12,African Union-United Nations Hybrid Operation in Darfur Report of the Secretary-General,UN,2,Guba village,"Gubbo area of southern Jebel Marra,",South Darfur state,East/Sharq Jabel Marra district,12.784570,24.440596,POINT (24.440596 12.78457),148009,Sudan,625,Africa,1,1,2018-08-26 00:00:00.000,2018-08-26 00:00:00.000,1,2,0,0,3,3,3,625,
268643,SUD-2018-1-666-28,2018,true,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,1,"""UN,2018-10-12,African Union-United Nations Hybrid Operation in Darfur Report of the Secretary-General""",UN,2018-10-12,African Union-United Nations Hybrid Operation in Darfur Report of the Secretary-General,UN; civilians,1,Guba village,Gubbo,South Darfur state,East/Sharq Jabel Marra district,12.784570,24.440596,POINT (24.440596 12.78457),148009,Sudan,625,Africa,2,2,2018-09-16 00:00:00.000,2018-09-18 00:00:00.000,5,3,10,0,18,18,19,625,
282596,SUD-2018-1-666-29,2018,true,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,1,"""UN,2019-01-10,Letter dated 10 January 2019 from the Panel of Experts on the Sudan established pursuant to resolution 1591 (2005) addressed to the President of the Security Council """,UN,2019-01-10,Letter dated 10 January 2019 from the Panel of Experts on the Sudan established pursuant to resolution 1591 (2005) addressed to the President of the Security Council,UN Panel of Experts,1,Guba village,Gubbo,South Darfur state,East/Sharq Jabel Marra district,12.784570,24.440596,POINT (24.440596 12.78457),148009,Sudan,625,Africa,1,1,2018-09-16 00:00:00.000,2018-09-16 00:00:00.000,11,3,0,0,14,14,13,625,
268646,SUD-2018-1-666-30,2018,true,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,1,"""UN,2018-10-12,African Union-United Nations Hybrid Operation in Darfur Report of the Secretary-General""",UN,2018-10-12,African Union-United Nations Hybrid Operation in Darfur Report of the Secretary-General,UN,5,Jebel Marra area,"Sabun Fag, Gur Lumbung, Kuilla and Amrain South Darfur,",,,12.949960,24.258160,POINT (24.25816 12.94996),148009,Sudan,625,Africa,2,2,2018-09-20 00:00:00.000,2018-09-21 00:00:00.000,0,3,0,0,3,3,3,625,
268541,SUD-2018-1-666-32,2018,true,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,1,"""Sudan Tribune,2018-10-30,SLM-AW says Sudanese army attacking their positions in Jebel Marra""",Sudan Tribune,2018-10-30,SLM-AW says Sudanese army attacking their positions in Jebel Marra,SLA Commander Abdel Gadir Abdel Rahman Ibrahim,5,Jebel Marra area,Airri in the southern part of Jebel Marra.,,,12.949960,24.258160,POINT (24.25816 12.94996),148009,Sudan,625,Africa,2,5,2018-09-26 00:00:00.000,2018-10-29 00:00:00.000,0,0,0,0,0,6,0,625,
268545,SUD-2018-1-666-33,2018,true,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,2,"""Sudan Tribune,2018-10-30,SLM-AW says Sudanese army attacking their positions in Jebel Marra"";""All Africa,2018-10-31,Darfur Rebels - 'UNAMID Head's Remarks to UNSC Unhelpful for Peace Process'
CR 	Radio Dabanga""",Sudan Tribune;All Africa,2018-10-30;2018-10-31,"SLM-AW says Sudanese army attacking their positions in Jebel Marra;Darfur Rebels - 'UNAMID Head's Remarks to UNSC Unhelpful for Peace Process'
CR 	Radio Dabanga",SLA Commander Abdel Gadir Abdel Rahman Ibrahim,3,Nertiti district,Rabkona village in western Jebel Marra,Central Darfur state,Nertiti district,13.084770,23.973880,POINT (23.97388 13.08477),148728,Sudan,625,Africa,2,1,2018-09-26 00:00:00.000,2018-09-26 00:00:00.000,0,0,15,0,15,15,0,625,
275761,SUD-2018-1-666-34,2018,true,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,1,"""UN Security Council,2019-01-14,African Union-United Nations Hybrid Operation in Darfur: Report of the Secretary-General """,UN Security Council,2019-01-14,African Union-United Nations Hybrid Operation in Darfur: Report of the Secretary-General,UNSG,2,Golo town,"Lango, near Golo, Central Darfur,",Central Darfur state,Rokoro district,13.132280,24.280820,POINT (24.28082 13.13228),148729,Sudan,625,Africa,1,1,2018-10-06 00:00:00.000,2018-10-06 00:00:00.000,1,0,1,0,2,2,2,625,
268477,SUD-2018-1-666-35,2018,true,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,1,"""All Africa,2018-10-16,'Villagers Killed By Shelling in Darfur's Jebel Marra' - Rebels
CR 	Radio Dabanga""",All Africa,2018-10-16,"'Villagers Killed By Shelling in Darfur's Jebel Marra' - Rebels
CR 	Radio Dabanga",SLM/A military spokesman Walid Mohamed Abakar,5,Jebel Marra area,"near Wadi Tremel village, in south Jebel Marra",,,12.949960,24.258160,POINT (24.25816 12.94996),148009,Sudan,625,Africa,1,1,2018-10-14 00:00:00.000,2018-10-14 00:00:00.000,0,0,2,0,2,2,2,625,
271778,SUD-2018-1-666-36,2018,true,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,1,"""All Africa,2018-11-16,South Darfur Children Die in Jebel Marra Shelling
CR 	Radio Dabanga""",All Africa,2018-11-16,"South Darfur Children Die in Jebel Marra Shelling
CR 	Radio Dabanga",a relative,2,Deribat town,"area of Jawa, 10 kilometres south of Deribat,",South Darfur state,East/Sharq Jabel Marra district,13.080910,24.519440,POINT (24.51944 13.08091),148730,Sudan,625,Africa,1,1,2018-11-11 00:00:00.000,2018-11-11 00:00:00.000,17,0,0,0,17,17,17,625,
275763,SUD-2018-1-666-37,2018,true,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,1,"""UN Security Council,2019-01-14,African Union-United Nations Hybrid Operation in Darfur: Report of the Secretary-General """,UN Security Council,2019-01-14,African Union-United Nations Hybrid Operation in Darfur: Report of the Secretary-General,UNSG,2,Golo town,"vicinity of Golo,
in the Manabu area,",Central Darfur state,Rokoro district,13.132280,24.280820,POINT (24.28082 13.13228),148729,Sudan,625,Africa,1,1,2018-11-12 00:00:00.000,2018-11-12 00:00:00.000,2,0,0,0,2,2,2,625,
271774,SUD-2018-1-666-38,2018,true,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,2,"""All Africa,2018-11-16,South Darfur Children Die in Jebel Marra Shelling
CR 	Radio Dabanga"";""International Crisis Group,2018-12-01,Crisiswatch: Sudan - November  2018""",All Africa;International Crisis Group,2018-11-16;2018-12-01,"South Darfur Children Die in Jebel Marra Shelling
CR 	Radio Dabanga;Crisiswatch: Sudan - November  2018",a relative,2,Deribat town,"Deribat area in East Jebel Marra, South Darfur.",South Darfur state,East/Sharq Jabel Marra district,13.080910,24.519440,POINT (24.51944 13.08091),148730,Sudan,625,Africa,1,1,2018-11-13 00:00:00.000,2018-11-13 00:00:00.000,0,0,2,0,2,2,2,625,
275764,SUD-2018-1-666-39,2018,true,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,1,"""UN Security Council,2019-01-14,African Union-United Nations Hybrid Operation in Darfur: Report of the Secretary-General """,UN Security Council,2019-01-14,African Union-United Nations Hybrid Operation in Darfur: Report of the Secretary-General,UNSG,5,Jebel Marra area,Kauri village,,,12.949960,24.258160,POINT (24.25816 12.94996),148009,Sudan,625,Africa,1,1,2018-11-15 00:00:00.000,2018-11-15 00:00:00.000,1,0,0,0,1,1,1,625,
275762,SUD-2018-1-666-40,2018,true,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,1,"""UN Security Council,2019-01-14,African Union-United Nations Hybrid Operation in Darfur: Report of the Secretary-General """,UN Security Council,2019-01-14,African Union-United Nations Hybrid Operation in Darfur: Report of the Secretary-General,UNSG,1,Deribat town,base in Deribat,South Darfur state,East/Sharq Jabel Marra district,13.080910,24.519440,POINT (24.51944 13.08091),148730,Sudan,625,Africa,1,1,2018-11-15 00:00:00.000,2018-11-15 00:00:00.000,1,0,0,0,1,1,1,625,
271807,SUD-2018-1-666-41,2018,true,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,2,"""All Africa,2018-11-23,Rebels 'Repel Government Militia Attack' in Darfur's Jebel Marra
CR 	Radio Dabanga"";""UN Security Council,2019-01-14,African Union-United Nations Hybrid Operation in Darfur: Report of the Secretary-General """,All Africa;UN Security Council,2018-11-23;2019-01-14,"Rebels 'Repel Government Militia Attack' in Darfur's Jebel Marra
CR 	Radio Dabanga;African Union-United Nations Hybrid Operation in Darfur: Report of the Secretary-General","Waleed Ahmed Abaker, SLM/A military spokesman; witnesses; UNSG",2,Fuju villages,"Fujo and Halet Atim in Darfur's West Jebel Marra 
Komobai and Fuju villages",Central Darfur state,Nertiti district,12.857383,24.097238,POINT (24.097238 12.857383),148009,Sudan,625,Africa,2,1,2018-11-21 00:00:00.000,2018-11-21 00:00:00.000,1,1,1,0,3,15,3,625,
271828,SUD-2018-1-666-43,2018,true,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,3,"""All Africa,2018-11-27,'18 RSF Militia Killed' in Attacks On Darfur's Jebel Marra
CR 	Radio Dabanga"";""International Crisis Group,2018-12-01,Crisiswatch: Sudan - November  2018"";""Sudan Tribune,2018-11-28,South Darfur confirms clashes with SLM-AW in Jebel Marra""",All Africa;International Crisis Group;Sudan Tribune,2018-11-27;2018-12-01;2018-11-28,"'18 RSF Militia Killed' in Attacks On Darfur's Jebel Marra
CR 	Radio Dabanga;Crisiswatch: Sudan - November  2018;South Darfur confirms clashes with SLM-AW in Jebel Marra","Abdelgader Gadoura, commander-in-chief of the SLM-AW; South Darfur voluntary return official, Issa Bassy",2,Feina town/Feina Hilat Kabir,the area of Feina in south-eastern Jebel Marra in Darfur,South Darfur state,East/Sharq Jabel Marra district,12.883006,24.486849,POINT (24.486849 12.883006),148009,Sudan,625,Africa,1,1,2018-11-24 00:00:00.000,2018-11-24 00:00:00.000,18,0,0,0,18,18,18,625,
271833,SUD-2018-1-666-42,2018,true,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,1,"""All Africa,2018-11-27,'18 RSF Militia Killed' in Attacks On Darfur's Jebel Marra
CR 	Radio Dabanga""",All Africa,2018-11-27,"'18 RSF Militia Killed' in Attacks On Darfur's Jebel Marra
CR 	Radio Dabanga",residents,5,Jebel Marra area,"Sina village
 in southern Jebel Marra",,,12.949960,24.258160,POINT (24.25816 12.94996),148009,Sudan,625,Africa,1,1,2018-11-24 00:00:00.000,2018-11-24 00:00:00.000,0,0,1,0,1,1,1,625,
275766,SUD-2018-1-666-44,2018,true,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,1,"""UN Security Council,2019-01-14,African Union-United Nations Hybrid Operation in Darfur: Report of the Secretary-General """,UN Security Council,2019-01-14,African Union-United Nations Hybrid Operation in Darfur: Report of the Secretary-General,UNSG,1,Daya village,"attacked Daya village in the south-west of
Rockero, Central Darfur,",Central Darfur state,Rokoro district,13.178889,24.327839,POINT (24.327839 13.178889),148729,Sudan,625,Africa,1,1,2018-12-16 00:00:00.000,2018-12-16 00:00:00.000,2,0,0,0,2,2,2,625,
285034,SUD-2019-1-666-0,2019,false,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,1,"""UN SG ,2019-04-10,African Union-United Nations Hybrid Operation in Darfur Report of the Secretary-General""",UN SG,2019-04-10,African Union-United Nations Hybrid Operation in Darfur Report of the Secretary-General,UN SG,2,Sarrong village,in Manabu,Central Darfur state,Rokoro district,13.079031,24.319189,POINT (24.319189 13.079031),148729,Sudan,625,Africa,2,4,2019-01-17 00:00:00.000,2019-01-29 00:00:00.000,4,0,0,0,4,4,4,625,
285050,SUD-2019-1-666-1,2019,false,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,1,"""UN SG ,2019-04-10,African Union-United Nations Hybrid Operation in Darfur Report of the Secretary-General""",UN SG,2019-04-10,African Union-United Nations Hybrid Operation in Darfur Report of the Secretary-General,UN SG,1,Daya village,in Daya village,Central Darfur state,Rokoro district,13.178889,24.327839,POINT (24.327839 13.178889),148729,Sudan,625,Africa,1,1,2019-01-30 00:00:00.000,2019-01-30 00:00:00.000,0,1,0,0,1,1,1,625,
285048,SUD-2019-1-666-2,2019,false,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,1,"""UN SG ,2019-04-10,African Union-United Nations Hybrid Operation in Darfur Report of the Secretary-General""",UN SG,2019-04-10,African Union-United Nations Hybrid Operation in Darfur Report of the Secretary-General,UN SG,2,Sarrong village,in Manabu,Central Darfur state,Rokoro district,13.079031,24.319189,POINT (24.319189 13.079031),148729,Sudan,625,Africa,2,4,2019-02-07 00:00:00.000,2019-03-05 00:00:00.000,0,6,0,0,6,6,6,625,
285036,SUD-2019-1-666-3,2019,false,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,1,"""UN SG ,2019-04-10,African Union-United Nations Hybrid Operation in Darfur Report of the Secretary-General""",UN SG,2019-04-10,African Union-United Nations Hybrid Operation in Darfur Report of the Secretary-General,UN SG,2,Sarrong village,"Central darfur

in Manabu",Central Darfur state,Rokoro district,13.079031,24.319189,POINT (24.319189 13.079031),148729,Sudan,625,Africa,2,2,2019-02-09 00:00:00.000,2019-02-11 00:00:00.000,1,3,0,0,4,4,4,625,
285052,SUD-2019-1-666-4,2019,false,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,1,"""UN SG ,2019-04-10,African Union-United Nations Hybrid Operation in Darfur Report of the Secretary-General""",UN SG,2019-04-10,African Union-United Nations Hybrid Operation in Darfur Report of the Secretary-General,UN SG,2,Sarrong village,,Central Darfur state,Rokoro district,13.079031,24.319189,POINT (24.319189 13.079031),148729,Sudan,625,Africa,1,1,2019-02-13 00:00:00.000,2019-02-13 00:00:00.000,0,0,0,0,0,1,0,625,
